19:56:1	INICIO ENVIO EMAILS....
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader-bs\css\fixedHeader.bootstrap.min.css
19:57:25	ext: .CSS
19:57:25	Request file: /vendors/datatables.net-responsive-bs/css/responsive.bootstrap.min.css
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\css\responsive.bootstrap.min.css
19:57:25	ext: .CSS
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller-bs\css\scroller.bootstrap.min.css
19:57:25	Request file: /vendors/datatables.net-scroller-bs/css/scroller.bootstrap.min.css
19:57:25	ext: .JS
19:57:25	Request file: /vendors/parsleyjs/dist/parsley.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
19:57:25	ext: .JS
19:57:25	Request file: /vendors/fastclick/lib/fastclick.js
19:57:25	Request file: /vendors/jquery/dist/jquery.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\fastclick\lib\fastclick.js
19:57:25	ext: .JS
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
19:57:25	ext: .CSS
19:57:25	Request file: /vendors/nprogress/nprogress.js
19:57:25	ext: .JS
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\nprogress\nprogress.js
19:57:25	Request file: /vendors/datatables.net/js/jquery.dataTables.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net\js\jquery.dataTables.min.js
19:57:25	ext: .JS
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\js\dataTables.bootstrap.min.js
19:57:25	Request file: /vendors/datatables.net-bs/js/dataTables.bootstrap.min.js
19:57:25	Request file: /vendors/datatables.net-buttons/js/dataTables.buttons.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\dataTables.buttons.min.js
19:57:25	ext: .JS
19:57:25	Request file: /vendors/datatables.net-buttons-bs/js/buttons.bootstrap.min.js
19:57:25	ext: .JS
19:57:25	ext: .JS
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\js\buttons.bootstrap.min.js
19:57:25	ext: .JS
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.flash.min.js
19:57:25	Request file: /vendors/datatables.net-buttons/js/buttons.flash.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.html5.min.js
19:57:25	ext: .JS
19:57:25	Request file: /vendors/datatables.net-buttons/js/buttons.html5.min.js
19:57:25	Request file: /vendors/datatables.net-buttons/js/buttons.print.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.print.min.js
19:57:25	ext: .JS
19:57:25	Request file: /vendors/datatables.net-fixedheader/js/dataTables.fixedHeader.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader\js\dataTables.fixedHeader.min.js
19:57:25	ext: .JS
19:57:25	ext: .JS
19:57:25	Request file: /vendors/datatables.net-keytable/js/dataTables.keyTable.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-keytable\js\dataTables.keyTable.min.js
19:57:25	Request file: /vendors/datatables.net-responsive/js/dataTables.responsive.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive\js\dataTables.responsive.min.js
19:57:25	ext: .JS
19:57:25	Request file: /vendors/datatables.net-responsive-bs/js/responsive.bootstrap.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\js\responsive.bootstrap.js
19:57:25	ext: .JS
19:57:25	Request file: /vendors/datatables.net-scroller/js/datatables.scroller.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller\js\datatables.scroller.min.js
19:57:25	ext: .JS
19:57:25	Request file: /vendors/jszip/dist/jszip.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\jszip\dist\jszip.min.js
19:57:25	Request file: /vendors/pdfmake/build/pdfmake.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\pdfmake.min.js
19:57:25	ext: .JS
19:57:25	ext: .JS
19:57:25	Request file: /vendors/pdfmake/build/vfs_fonts.js
19:57:25	ext: .JS
19:57:25	Request file: /js/moment/moment.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
19:57:25	ext: .JS
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\vfs_fonts.js
19:57:25	Request file: /js/datepicker/daterangepicker.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
19:57:25	ext: .JS
19:57:25	Request file: /vendors/select2/dist/js/select2.full.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
19:57:25	ext: .JS
19:57:25	Request file: /js/custom.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
19:57:25	ext: .JS
19:57:25	Request file: /js/lib.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
19:57:25	ext: .JS
19:57:25	Request file: /img/logoGowhite.png
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\img\logoGowhite.png
19:57:25	ext: .PNG
19:57:25	Request file: /vendors/jquery/dist/jquery.min.js
19:57:25	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
19:57:25	ext: .JS
20:1:28	Request file: /@@MENU@@_page_202.html?SESSIONKEY=252867
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_202.html
20:1:28	ext: .HTML
20:1:28	Request file: /css/maoni.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
20:1:28	ext: .CSS
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\css\dataTables.bootstrap.min.css
20:1:28	ext: .CSS
20:1:28	Request file: /vendors/datatables.net-bs/css/dataTables.bootstrap.min.css
20:1:28	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
20:1:28	ext: .CSS
20:1:28	Request file: /vendors/font-awesome/css/font-awesome.min.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
20:1:28	ext: .CSS
20:1:28	Request file: /vendors/iCheck/skins/flat/green.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
20:1:28	ext: .CSS
20:1:28	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
20:1:28	ext: .CSS
20:1:28	Request file: /css/maps/jquery-jvectormap-2.0.3.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
20:1:28	Request file: /vendors/select2/dist/css/select2.min.css
20:1:28	ext: .CSS
20:1:28	ext: .CSS
20:1:28	Request file: /css/toastr.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
20:1:28	ext: .CSS
20:1:28	Request file: /css/custom.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
20:1:28	ext: .CSS
20:1:28	Request file: /css/animate.min.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
20:1:28	ext: .CSS
20:1:28	Request file: /vendors/datatables.net-buttons-bs/css/buttons.bootstrap.min.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\css\buttons.bootstrap.min.css
20:1:28	ext: .CSS
20:1:28	Request file: /vendors/datatables.net-fixedheader-bs/css/fixedHeader.bootstrap.min.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader-bs\css\fixedHeader.bootstrap.min.css
20:1:28	ext: .CSS
20:1:28	Request file: /vendors/datatables.net-responsive-bs/css/responsive.bootstrap.min.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\css\responsive.bootstrap.min.css
20:1:28	ext: .CSS
20:1:28	Request file: /vendors/datatables.net-scroller-bs/css/scroller.bootstrap.min.css
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller-bs\css\scroller.bootstrap.min.css
20:1:28	ext: .CSS
20:1:28	Request file: /vendors/jquery/dist/jquery.min.js
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
20:1:28	ext: .JS
20:1:28	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
20:1:28	ext: .JS
20:1:28	Request file: /vendors/parsleyjs/dist/parsley.min.js
20:1:28	ext: .JS
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
20:1:28	Request file: /js/toastr.js
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
20:1:28	ext: .JS
20:1:28	Request file: /vendors/fastclick/lib/fastclick.js
20:1:28	filename: c:\projectes\Maoni\Maoni\protected\vendors\fastclick\lib\fastclick.js
20:1:28	ext: .JS
20:1:29	Request file: /vendors/nprogress/nprogress.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\nprogress\nprogress.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net/js/jquery.dataTables.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net\js\jquery.dataTables.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net-bs/js/dataTables.bootstrap.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\js\dataTables.bootstrap.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net-buttons/js/dataTables.buttons.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\dataTables.buttons.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net-buttons-bs/js/buttons.bootstrap.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\js\buttons.bootstrap.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net-buttons/js/buttons.flash.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.flash.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\fonts\glyphicons-halflings-regular.woff2
20:1:29	ext: .WOFF2
20:1:29	Request file: /vendors/datatables.net-buttons/js/buttons.html5.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.html5.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net-buttons/js/buttons.print.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.print.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net-fixedheader/js/dataTables.fixedHeader.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader\js\dataTables.fixedHeader.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net-keytable/js/dataTables.keyTable.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-keytable\js\dataTables.keyTable.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net-responsive/js/dataTables.responsive.min.js
20:1:29	ext: .JS
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive\js\dataTables.responsive.min.js
20:1:29	Request file: /vendors/datatables.net-responsive-bs/js/responsive.bootstrap.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\js\responsive.bootstrap.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/datatables.net-scroller/js/datatables.scroller.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller\js\datatables.scroller.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/jszip/dist/jszip.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\jszip\dist\jszip.min.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/pdfmake/build/pdfmake.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\pdfmake.min.js
20:1:29	ext: .JS
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\vfs_fonts.js
20:1:29	Request file: /vendors/pdfmake/build/vfs_fonts.js
20:1:29	ext: .JS
20:1:29	Request file: /js/moment/moment.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
20:1:29	ext: .JS
20:1:29	Request file: /js/datepicker/daterangepicker.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
20:1:29	ext: .JS
20:1:29	Request file: /vendors/select2/dist/js/select2.full.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
20:1:29	ext: .JS
20:1:29	Request file: /js/custom.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
20:1:29	Request file: /js/lib.js
20:1:29	ext: .JS
20:1:29	ext: .JS
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
20:1:29	Request file: /vendors/jquery/dist/jquery.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
20:1:29	ext: .JS
20:1:29	Request file: /img/logoGowhite.png
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\img\logoGowhite.png
20:1:29	ext: .PNG
20:1:29	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
20:1:29	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
20:1:29	ext: .JS
20:2:19	Request file: /@@MENU@@_page_202.html?SESSIONKEY=252867
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_202.html
20:2:19	ext: .HTML
20:2:19	Request file: /vendors/jquery/dist/jquery.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
20:2:19	ext: .JS
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
20:2:19	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-buttons/js/buttons.print.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.print.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-buttons/js/buttons.html5.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.html5.min.js
20:2:19	ext: .JS
20:2:19	Request file: /js/custom.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
20:2:19	ext: .JS
20:2:19	Request file: /js/lib.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
20:2:19	ext: .JS
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
20:2:19	ext: .CSS
20:2:19	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
20:2:19	Request file: /vendors/font-awesome/css/font-awesome.min.css
20:2:19	Request file: /vendors/iCheck/skins/flat/green.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
20:2:19	ext: .CSS
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
20:2:19	ext: .CSS
20:2:19	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
20:2:19	ext: .CSS
20:2:19	Request file: /css/maps/jquery-jvectormap-2.0.3.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
20:2:19	ext: .CSS
20:2:19	Request file: /vendors/select2/dist/css/select2.min.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
20:2:19	ext: .CSS
20:2:19	Request file: /css/toastr.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
20:2:19	ext: .CSS
20:2:19	Request file: /css/custom.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
20:2:19	ext: .CSS
20:2:19	Request file: /css/maoni.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
20:2:19	ext: .CSS
20:2:19	Request file: /css/animate.min.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
20:2:19	ext: .CSS
20:2:19	Request file: /vendors/datatables.net-bs/css/dataTables.bootstrap.min.css
20:2:19	ext: .CSS
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\css\buttons.bootstrap.min.css
20:2:19	ext: .CSS
20:2:19	Request file: /vendors/datatables.net-fixedheader-bs/css/fixedHeader.bootstrap.min.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader-bs\css\fixedHeader.bootstrap.min.css
20:2:19	ext: .CSS
20:2:19	Request file: /vendors/datatables.net-responsive-bs/css/responsive.bootstrap.min.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\css\responsive.bootstrap.min.css
20:2:19	ext: .CSS
20:2:19	Request file: /vendors/datatables.net-scroller-bs/css/scroller.bootstrap.min.css
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller-bs\css\scroller.bootstrap.min.css
20:2:19	ext: .CSS
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\css\dataTables.bootstrap.min.css
20:2:19	Request file: /vendors/datatables.net-buttons-bs/css/buttons.bootstrap.min.css
20:2:19	Request file: /vendors/parsleyjs/dist/parsley.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
20:2:19	ext: .JS
20:2:19	Request file: /js/toastr.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/fastclick/lib/fastclick.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\fastclick\lib\fastclick.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/nprogress/nprogress.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\nprogress\nprogress.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net/js/jquery.dataTables.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net\js\jquery.dataTables.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-bs/js/dataTables.bootstrap.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\js\dataTables.bootstrap.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-buttons/js/dataTables.buttons.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\dataTables.buttons.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-buttons-bs/js/buttons.bootstrap.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\js\buttons.bootstrap.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-buttons/js/buttons.flash.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\buttons.flash.min.js
20:2:19	ext: .JS
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader\js\dataTables.fixedHeader.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-fixedheader/js/dataTables.fixedHeader.min.js
20:2:19	Request file: /vendors/datatables.net-keytable/js/dataTables.keyTable.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-keytable\js\dataTables.keyTable.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-responsive/js/dataTables.responsive.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive\js\dataTables.responsive.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-responsive-bs/js/responsive.bootstrap.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\js\responsive.bootstrap.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/datatables.net-scroller/js/datatables.scroller.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller\js\datatables.scroller.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/jszip/dist/jszip.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\jszip\dist\jszip.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/pdfmake/build/pdfmake.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\pdfmake.min.js
20:2:19	ext: .JS
20:2:19	Request file: /vendors/pdfmake/build/vfs_fonts.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\vfs_fonts.js
20:2:19	ext: .JS
20:2:19	Request file: /js/moment/moment.min.js
20:2:19	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
20:2:19	ext: .JS
20:2:20	Request file: /js/datepicker/daterangepicker.js
20:2:20	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
20:2:20	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
20:2:20	Request file: /vendors/select2/dist/js/select2.full.min.js
20:2:20	Request file: /vendors/jquery/dist/jquery.min.js
20:2:20	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
20:2:20	ext: .JS
20:2:20	Request file: /img/logoGowhite.png
20:2:20	filename: c:\projectes\Maoni\Maoni\protected\img\logoGowhite.png
20:2:20	ext: .PNG
20:2:20	ext: .JS
20:2:20	ext: .JS
20:2:20	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
20:2:20	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
20:2:20	ext: .JS
20:2:22	Request file: /@@MENU@@_page_203.html?SESSIONKEY=252867
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_203.html
20:2:22	ext: .HTML
20:2:22	Request file: /vendors/jquery/dist/jquery.min.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
20:2:22	ext: .JS
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
20:2:22	ext: .JS
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons\js\dataTables.buttons.min.js
20:2:22	Request file: /vendors/datatables.net-buttons/js/dataTables.buttons.min.js
20:2:22	Request file: /vendors/datatables.net-buttons-bs/js/buttons.bootstrap.min.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\js\buttons.bootstrap.min.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/datatables.net-fixedheader/js/dataTables.fixedHeader.min.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader\js\dataTables.fixedHeader.min.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/datatables.net-keytable/js/dataTables.keyTable.min.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-keytable\js\dataTables.keyTable.min.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/datatables.net-responsive-bs/js/responsive.bootstrap.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\js\responsive.bootstrap.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/datatables.net-scroller/js/datatables.scroller.min.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller\js\datatables.scroller.min.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/pdfmake/build/pdfmake.min.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\pdfmake.min.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/pdfmake/build/vfs_fonts.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\pdfmake\build\vfs_fonts.js
20:2:22	ext: .JS
20:2:22	Request file: /js/moment/moment.min.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/jszip/dist/jszip.min.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\jszip\dist\jszip.min.js
20:2:22	ext: .JS
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/select2/dist/js/select2.full.min.js
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
20:2:22	ext: .JS
20:2:22	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
20:2:22	ext: .CSS
20:2:22	Request file: /vendors/font-awesome/css/font-awesome.min.css
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
20:2:22	Request file: /js/datepicker/daterangepicker.js
20:2:22	ext: .CSS
20:2:22	Request file: /vendors/iCheck/skins/flat/green.css
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
20:2:22	ext: .CSS
20:2:22	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
20:2:22	ext: .CSS
20:2:22	Request file: /css/maps/jquery-jvectormap-2.0.3.css
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
20:2:22	ext: .CSS
20:2:22	Request file: /vendors/select2/dist/css/select2.min.css
20:2:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
20:2:22	ext: .CSS
20:2:22	Request file: /css/toastr.css
