22:5:27	INICIO maoni. Escuchando en el puerto: 5555
22:38:32	ext: .CSS
22:38:32	Request file: /css/bootstrap-select.min.css
22:38:32	ext: .CSS
22:38:32	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:38:32	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:38:32	Request file: /css/material-design-iconic-font.min.css
22:38:32	ext: .CSS
22:38:32	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:38:32	Request file: /img/logo.png
22:38:32	ext: .PNG
22:38:32	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:38:32	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:38:32	ext: .WOFF2
22:38:51	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:38:51	ext: .HTML
22:38:51	Request file: /jquery/jquery.min.js
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:38:51	ext: .JS
22:38:51	Request file: /js/moment.min.js
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\js\moment.min.js
22:38:51	ext: .JS
22:38:51	Request file: /bootstrap/js/bootstrap.min.js
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:38:51	ext: .JS
22:38:51	Request file: /js/bootstrap-datetimepicker.min.js
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:38:51	ext: .JS
22:38:51	Request file: /js/lib.js
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:38:51	ext: .JS
22:38:51	Request file: /js/bootstrap-select.min.js
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:38:51	ext: .JS
22:38:51	ext: .CSS
22:38:51	Request file: /bootstrap/css/bootstrap.min.css
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:38:51	ext: .CSS
22:38:51	Request file: /css/bootstrap-datetimepicker.min.css
22:38:51	Request file: /css/maoni.css
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:38:51	ext: .CSS
22:38:51	Request file: /css/dashboard.css
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:38:51	ext: .CSS
22:38:51	Request file: /css/animate.min.css
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:38:51	ext: .CSS
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:38:51	ext: .CSS
22:38:51	Request file: /css/bootstrap-select.min.css
22:38:51	Request file: /css/material-design-iconic-font.min.css
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:38:51	ext: .CSS
22:38:51	Request file: /img/logo.png
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:38:51	ext: .PNG
22:38:51	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:38:51	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:38:51	ext: .WOFF2
22:42:19	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:42:19	ext: .HTML
22:42:19	Request file: /js/moment.mith.locales.js
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\js\moment.mith.locales.js
22:42:19	ext: .JS
22:42:19	Request file: /jquery/jquery.min.js
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:42:19	ext: .JS
22:42:19	Request file: /bootstrap/js/bootstrap.min.js
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:42:19	ext: .JS
22:42:19	Request file: /js/bootstrap-datetimepicker.min.js
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:42:19	ext: .JS
22:42:19	Request file: /js/lib.js
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:42:19	ext: .JS
22:42:19	Request file: /js/bootstrap-select.min.js
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:42:19	ext: .JS
22:42:19	Request file: /bootstrap/css/bootstrap.min.css
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:42:19	ext: .CSS
22:42:19	Request file: /css/bootstrap-datetimepicker.min.css
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:42:19	ext: .CSS
22:42:19	Request file: /css/maoni.css
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:42:19	ext: .CSS
22:42:19	Request file: /css/dashboard.css
22:42:19	ext: .CSS
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:42:19	ext: .CSS
22:42:19	Request file: /css/animate.min.css
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:42:19	ext: .CSS
22:42:19	Request file: /css/bootstrap-select.min.css
22:42:19	Request file: /css/material-design-iconic-font.min.css
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:42:19	ext: .CSS
22:42:19	Request file: /img/logo.png
22:42:19	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:42:19	ext: .PNG
22:42:20	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:42:20	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:42:20	ext: .WOFF2
22:42:52	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:42:52	ext: .HTML
22:42:52	Request file: /jquery/jquery.min.js
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:42:52	ext: .JS
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\js\moment.with.locales.js
22:42:52	ext: .JS
22:42:52	Request file: /js/moment.with.locales.js
22:42:52	Request file: /bootstrap/js/bootstrap.min.js
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:42:52	ext: .JS
22:42:52	Request file: /js/bootstrap-datetimepicker.min.js
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:42:52	ext: .JS
22:42:52	Request file: /js/lib.js
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:42:52	ext: .JS
22:42:52	Request file: /js/bootstrap-select.min.js
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:42:52	ext: .JS
22:42:52	Request file: /bootstrap/css/bootstrap.min.css
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:42:52	ext: .CSS
22:42:52	Request file: /css/bootstrap-datetimepicker.min.css
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:42:52	ext: .CSS
22:42:52	Request file: /css/maoni.css
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:42:52	ext: .CSS
22:42:52	Request file: /css/animate.min.css
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:42:52	ext: .CSS
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:42:52	ext: .CSS
22:42:52	Request file: /css/dashboard.css
22:42:52	Request file: /css/bootstrap-select.min.css
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:42:52	ext: .CSS
22:42:52	Request file: /css/material-design-iconic-font.min.css
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:42:52	ext: .CSS
22:42:52	Request file: /img/logo.png
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:42:52	ext: .PNG
22:42:52	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:42:52	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:42:52	ext: .WOFF2
22:43:26	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:43:26	ext: .HTML
22:43:26	Request file: /jquery/jquery.min.js
22:43:26	ext: .JS
22:43:26	Request file: /js/moment.with.locales.js
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\js\moment.with.locales.js
22:43:26	ext: .JS
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:43:26	Request file: /js/moment.min.js
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\js\moment.min.js
22:43:26	Request file: /bootstrap/js/bootstrap.min.js
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:43:26	ext: .JS
22:43:26	ext: .JS
22:43:26	Request file: /js/bootstrap-datetimepicker.min.js
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:43:26	ext: .JS
22:43:26	Request file: /js/lib.js
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:43:26	ext: .JS
22:43:26	ext: .JS
22:43:26	Request file: /js/bootstrap-select.min.js
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:43:26	Request file: /bootstrap/css/bootstrap.min.css
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:43:26	ext: .CSS
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:43:26	Request file: /css/bootstrap-datetimepicker.min.css
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:43:26	ext: .CSS
22:43:26	ext: .CSS
22:43:26	Request file: /css/maoni.css
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:43:26	ext: .CSS
22:43:26	Request file: /css/dashboard.css
22:43:26	Request file: /css/animate.min.css
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:43:26	ext: .CSS
22:43:26	Request file: /css/bootstrap-select.min.css
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:43:26	ext: .CSS
22:43:26	Request file: /css/material-design-iconic-font.min.css
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:43:26	ext: .CSS
22:43:26	Request file: /img/logo.png
22:43:26	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:43:26	ext: .PNG
22:43:27	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:43:27	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:43:27	ext: .WOFF2
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:46:12	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:46:12	ext: .HTML
22:46:12	Request file: /jquery/jquery.min.js
22:46:12	ext: .JS
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:46:12	Request file: /bootstrap/js/bootstrap.min.js
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:46:12	ext: .JS
22:46:12	Request file: /js/moment.min.js
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\js\moment.min.js
22:46:12	ext: .JS
22:46:12	Request file: /js/lib.js
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:46:12	ext: .JS
22:46:12	Request file: /js/bootstrap-datetimepicker.min.js
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:46:12	ext: .JS
22:46:12	Request file: /js/bootstrap-select.min.js
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:46:12	ext: .JS
22:46:12	Request file: /bootstrap/css/bootstrap.min.css
22:46:12	ext: .CSS
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:46:12	Request file: /css/bootstrap-datetimepicker.min.css
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:46:12	ext: .CSS
22:46:12	Request file: /css/dashboard.css
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:46:12	ext: .CSS
22:46:12	Request file: /css/animate.min.css
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:46:12	ext: .CSS
22:46:12	Request file: /css/bootstrap-select.min.css
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:46:12	ext: .CSS
22:46:12	ext: .CSS
22:46:12	Request file: /css/maoni.css
22:46:12	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:46:12	Request file: /css/material-design-iconic-font.min.css
22:46:12	ext: .CSS
22:46:13	ext: .PNG
22:46:13	Request file: /img/logo.png
22:46:13	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:46:13	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:46:13	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:46:13	ext: .WOFF2
22:46:21	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:46:21	ext: .HTML
22:46:21	Request file: /jquery/jquery.min.js
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:46:21	ext: .JS
22:46:21	Request file: /js/moment.min.js
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\js\moment.min.js
22:46:21	ext: .JS
22:46:21	Request file: /bootstrap/js/bootstrap.min.js
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:46:21	ext: .JS
22:46:21	Request file: /js/bootstrap-datetimepicker.min.js
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:46:21	ext: .JS
22:46:21	Request file: /js/lib.js
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:46:21	ext: .JS
22:46:21	Request file: /js/bootstrap-select.min.js
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:46:21	ext: .JS
22:46:21	Request file: /bootstrap/css/bootstrap.min.css
22:46:21	Request file: /css/bootstrap-datetimepicker.min.css
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:46:21	ext: .CSS
22:46:21	Request file: /css/maoni.css
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:46:21	ext: .CSS
22:46:21	ext: .CSS
22:46:21	Request file: /css/dashboard.css
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:46:21	ext: .CSS
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:46:21	ext: .CSS
22:46:21	Request file: /css/animate.min.css
22:46:21	Request file: /css/bootstrap-select.min.css
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:46:21	ext: .CSS
22:46:21	Request file: /css/material-design-iconic-font.min.css
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:46:21	ext: .CSS
22:46:21	Request file: /img/logo.png
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:46:21	ext: .PNG
22:46:21	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:46:21	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:46:21	ext: .WOFF2
22:46:38	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:46:38	ext: .HTML
22:46:38	Request file: /jquery/jquery.min.js
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:46:38	ext: .JS
22:46:38	Request file: /js/moment.min.js
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\js\moment.min.js
22:46:38	ext: .JS
22:46:38	Request file: /bootstrap/js/bootstrap.min.js
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:46:38	ext: .JS
22:46:38	Request file: /js/bootstrap-datetimepicker.min.js
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:46:38	ext: .JS
22:46:38	Request file: /js/lib.js
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:46:38	ext: .JS
22:46:38	Request file: /js/bootstrap-select.min.js
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:46:38	ext: .JS
22:46:38	Request file: /bootstrap/css/bootstrap.min.css
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:46:38	ext: .CSS
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:46:38	ext: .CSS
22:46:38	Request file: /css/bootstrap-datetimepicker.min.css
22:46:38	Request file: /css/maoni.css
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:46:38	ext: .CSS
22:46:38	Request file: /css/dashboard.css
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:46:38	ext: .CSS
22:46:38	Request file: /css/animate.min.css
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:46:38	ext: .CSS
22:46:38	Request file: /css/bootstrap-select.min.css
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:46:38	ext: .CSS
22:46:38	Request file: /css/material-design-iconic-font.min.css
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:46:38	ext: .CSS
22:46:38	Request file: /img/logo.png
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:46:38	ext: .PNG
22:46:38	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:46:38	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:46:38	ext: .WOFF2
22:46:50	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:46:50	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:46:50	ext: .HTML
22:46:50	Request file: /jquery/jquery.min.js
22:46:50	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:46:50	ext: .JS
22:46:50	Request file: /js/moment.min.js
22:46:50	filename: c:\projectes\Maoni\Maoni\protected\js\moment.min.js
22:46:50	ext: .JS
22:46:50	Request file: /bootstrap/js/bootstrap.min.js
22:46:50	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:46:50	ext: .JS
22:46:50	Request file: /js/bootstrap-datetimepicker.min.js
22:46:50	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:46:50	ext: .JS
22:46:50	Request file: /js/lib.js
22:46:50	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:46:50	ext: .JS
22:46:50	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:46:50	Request file: /js/bootstrap-select.min.js
22:46:50	ext: .JS
22:46:51	Request file: /bootstrap/css/bootstrap.min.css
22:46:51	ext: .CSS
22:46:51	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:46:51	Request file: /css/bootstrap-datetimepicker.min.css
22:46:51	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:46:51	ext: .CSS
22:46:51	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:46:51	ext: .CSS
22:46:51	Request file: /css/maoni.css
22:46:51	Request file: /css/dashboard.css
22:46:51	ext: .CSS
22:46:51	ext: .CSS
22:46:51	Request file: /css/animate.min.css
22:46:51	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:46:51	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:46:51	ext: .CSS
22:46:51	Request file: /css/bootstrap-select.min.css
22:46:51	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:46:51	Request file: /css/material-design-iconic-font.min.css
22:46:51	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:46:51	ext: .CSS
22:46:51	Request file: /img/logo.png
22:46:51	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:46:51	ext: .PNG
22:46:51	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:46:51	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:46:51	ext: .WOFF2
22:49:33	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:49:33	ext: .HTML
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:49:33	ext: .JS
22:49:33	Request file: /js/moment.min.js
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\js\moment.min.js
22:49:33	ext: .JS
22:49:33	Request file: /bootstrap/js/bootstrap.min.js
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:49:33	ext: .JS
22:49:33	Request file: /js/bootstrap-datetimepicker.min.js
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:49:33	ext: .JS
22:49:33	Request file: /js/lib.js
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:49:33	ext: .JS
22:49:33	Request file: /jquery/jquery.min.js
22:49:33	Request file: /js/bootstrap-select.min.js
22:49:33	ext: .JS
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:49:33	Request file: /bootstrap/css/bootstrap.min.css
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:49:33	ext: .CSS
22:49:33	ext: .CSS
22:49:33	Request file: /css/bootstrap-datetimepicker.min.css
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:49:33	Request file: /css/maoni.css
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:49:33	ext: .CSS
22:49:33	Request file: /css/dashboard.css
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:49:33	ext: .CSS
22:49:33	ext: .CSS
22:49:33	Request file: /css/animate.min.css
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:49:33	Request file: /css/bootstrap-select.min.css
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:49:33	ext: .CSS
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:49:33	Request file: /css/material-design-iconic-font.min.css
22:49:33	ext: .CSS
22:49:33	Request file: /img/logo.png
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:49:33	ext: .PNG
22:49:33	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:49:33	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:49:33	ext: .WOFF2
22:50:21	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:50:21	ext: .HTML
22:50:21	Request file: /js/moment.min.js
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:50:21	ext: .JS
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\js\moment.min.js
22:50:21	ext: .JS
22:50:21	Request file: /bootstrap/js/bootstrap.min.js
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:50:21	ext: .JS
22:50:21	Request file: /jquery/jquery.min.js
22:50:21	Request file: /js/bootstrap-datetimepicker.min.js
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-datetimepicker.min.js
22:50:21	ext: .JS
22:50:21	ext: .JS
22:50:21	Request file: /js/bootstrap-select.min.js
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\js\bootstrap-select.min.js
22:50:21	ext: .JS
22:50:21	Request file: /js/lib.js
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\css\bootstrap.min.css
22:50:21	ext: .CSS
22:50:21	Request file: /bootstrap/css/bootstrap.min.css
22:50:21	Request file: /css/bootstrap-datetimepicker.min.css
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-datetimepicker.min.css
22:50:21	ext: .CSS
22:50:21	Request file: /css/maoni.css
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
22:50:21	ext: .CSS
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\css\dashboard.css
22:50:21	Request file: /css/dashboard.css
22:50:21	ext: .CSS
22:50:21	Request file: /css/animate.min.css
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
22:50:21	ext: .CSS
22:50:21	Request file: /css/bootstrap-select.min.css
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\css\bootstrap-select.min.css
22:50:21	ext: .CSS
22:50:21	ext: .CSS
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\css\material-design-iconic-font.min.css
22:50:21	Request file: /css/material-design-iconic-font.min.css
22:50:21	Request file: /img/logo.png
22:50:21	filename: c:\projectes\Maoni\Maoni\protected\img\logo.png
22:50:21	ext: .PNG
22:50:22	Request file: /bootstrap/fonts/glyphicons-halflings-regular.woff2
22:50:22	ext: .WOFF2
22:50:22	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\fonts\glyphicons-halflings-regular.woff2
22:50:55	Request file: /@@MENU@@_page_000.html?SESSIONKEY=115498
22:50:55	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
22:50:55	ext: .HTML
22:50:55	Request file: /jquery/jquery.min.js
22:50:55	filename: c:\projectes\Maoni\Maoni\protected\jquery\jquery.min.js
22:50:55	Request file: /js/moment.min.js
22:50:55	ext: .JS
22:50:55	filename: c:\projectes\Maoni\Maoni\protected\js\moment.min.js
22:50:55	ext: .JS
22:50:55	Request file: /bootstrap/js/bootstrap.min.js
22:50:55	filename: c:\projectes\Maoni\Maoni\protected\bootstrap\js\bootstrap.min.js
22:50:55	ext: .JS
22:50:55	Request file: /js/bootstrap-datetimepicker.min.js
